epoch,train_loss,val_loss,train_acc,val_acc,val_f1_macro,val_prec_macro,val_recall_macro,val_kappa
1,0.40427932909262554,0.23427158130128545,0.8611360313662946,0.9187267410951622,0.9187405159709862,0.9191344903795416,0.9187264712800502,0.8984084081241666
2,0.208415906288617,0.15239462846589608,0.9290631091617934,0.9453304979620769,0.9452746915187044,0.9464227724068206,0.945331140354065,0.9316631433658671
3,0.15195742298901904,0.12643882229442865,0.9480689571150097,0.9571260854155591,0.9569080494057316,0.9578322325547646,0.9571265763165538,0.9464076188396822
4,0.11965694651222204,0.14912145830260223,0.9593439881268828,0.9462830054935318,0.9459237278264088,0.9480807620960101,0.9462823939350621,0.9328537391247149
5,0.09608611028942496,0.11631415266390208,0.9674347643097643,0.9586213007265639,0.9584920179077916,0.9593802850366393,0.9586219596890277,0.9482766410868573
6,0.08030921038711054,0.0630562999083026,0.9727787745879851,0.9783249158249159,0.978288101592369,0.9783811424302866,0.9783250549187856,0.9729061459560427
7,0.06817391125922492,0.06200217712025949,0.9769459950381003,0.9776825270246323,0.9778066360203811,0.9782848614344456,0.9776824129234303,0.9721031559053556
8,0.05964072421739819,0.04863971785156218,0.979858895977317,0.983596934254829,0.9835759649794072,0.9835780397721494,0.9835969424617665,0.9794961674500573
9,0.0514378639404267,0.036469386744682704,0.9827191874889243,0.9878499911394648,0.9878321084502357,0.9878497976630666,0.9878501271735504,0.9848124895526476
10,0.04615047986338771,0.041530878345305514,0.9842476298068403,0.9857345383661174,0.9857643385820583,0.9858376340550323,0.985734516397365,0.9821681721395448
